,index,movie,names,reviews
2155,1005, pvr skls galaxy mall red hills chennai , ashok varma , mall maintenance is not good very less storesless crowd 
2156,1006, pvr skls galaxy mall red hills chennai , max 2 yt , new it s good to just chill but to enjoy this is not the place of the theatre is the only best thing there but gotta say the mall degraded since it opened 
2157,1007, pvr skls galaxy mall red hills chennai , aynes angel , i dono how come 4 1 review from these many people worst experience if we book 10 or 20 tickets together in a single go and if we more 
2158,1008, pvr skls galaxy mall red hills chennai , jakkala venkateswarlu , was thriller to see à mall in redhills nice initiative branded eateries and retail outlets coupled with kids funzone and pvr cinema complex exciting for an upcoming area 
2159,1009, pvr skls galaxy mall red hills chennai , sathya narayanan , located in the main road well designed and kept neat crowd is very less may be due to corona fear kfc was flooded and nice was the dishes all the best 
2160,1010, pvr skls galaxy mall red hills chennai , k v praveen kumar , i had a very bad experience bcoz of the bouncers who don t have a professional approach rather behave like rowdy sheeters who are quite good at spoiling your movie experience skip the place if you want to enjoy your movie unprofessional conduct and idiots who run the management at this pvr 
2161,1011, pvr skls galaxy mall red hills chennai , vignesh t , ok ish theater ambience is good and everything is good but not a theatrical expirience sound quality is worse low sound picture quality is only 2k and no dolby atmos only luxurious and snacks rate is high 
2162,1012, pvr skls galaxy mall red hills chennai , bharath egan , theatre is well maintained neat and clean the sound effects are awesome and seating arrangement is also super overall good theatrical experience for movie lover 
2163,1013, pvr skls galaxy mall red hills chennai , mano j , really disappointed booked a movie ticket in pvr and had come early to spend some time in the mall but there is nothing at all over here except for trendz dindugal thalapakatti more 
2164,1014, pvr skls galaxy mall red hills chennai , shobana shobi , it s really good to have a mall in redhills where u wouldn t be able to find many near this place and also everything is quiet gud here before corona but now maintenance is not that gud like before 
2165,1015, pvr skls galaxy mall red hills chennai , sri ram , new got a beautiful experience parking space needs some improvement 
2166,1016, pvr skls galaxy mall red hills chennai , ashwini naidu , theater is really good but other mall experience is not up to the mark washrooms and food court are not neat and hygienic 
2167,1017, pvr skls galaxy mall red hills chennai , akshai 065 , theatre was so clean and sound system was so good one of the best theatres in redhills food was good also seating is okay it s not slidable seat which pvr in skywalk has so it provides just a little comfort 
2168,1018, pvr skls galaxy mall red hills chennai , bala g , 4 months ago it s okish multiplex not bad at all but still it s only suitable for elites because cost of snacks on canteen will never suite for middle class audiences they charge a more money than any other pvr multiplexes in chennai more 
2169,1019, pvr skls galaxy mall red hills chennai , navaneethakrishnan a , there are around 5 screens wonderful ambience and well maintained theatre the ticket counter is in 3rd floor food counter had lot of options 
2170,1020, pvr skls galaxy mall red hills chennai , swetha gattu , audi 3 is where i watched a film bakasuran i d say the screen is quite small and the seats were not so well maintained wrt the pvr standard i had a decent experience 
2171,1021, pvr skls galaxy mall red hills chennai , karthic prabhu , new pvr cinema theatre is really good but there is not much shop and if younare going to watch movie go for it otherwise no use to visit this location 
2172,1022, pvr skls galaxy mall red hills chennai , thiru malai , its good place in redhills located in glaxy mall good place for movie lovers tickets are available in bookmyshow and pvr websites parking rate is 40 to 50 rs for one movie snacks costs as usual high but quality is good 
2173,1023, pvr skls galaxy mall red hills chennai , veera thoughts for you be humanity , picture and clean wise best place but bring water bottles with u don t buy there worst no 1 maybe bring it directly from puzhal lake it cost 60rs full family affected by cold next day 
